id,trim,subTrim,condition,isOneOwner,mileage,mileageRd,age,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price
215,550,unsp,CPO,TRUE,30073,30073,4,Silver,4.6,Gasoline,TN,ESC,Harman Kardon,Alloy,18,93,55483.7792
216,550,unsp,New,FALSE,25,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,20,12,112405.0331
217,unsp,unsp,New,FALSE,7,10000,1,Black,4.7,Gasoline,NV,Mtn,unsp,unsp,unsp,9,133827.0923
218,430,unsp,Used,FALSE,71824,71824,14,Silver,4.3,Gasoline,IL,ENC,Bose,Alloy,unsp,46,11998.48323
219,500,unsp,Used,FALSE,45432,45432,10,Beige,5,Gasoline,CA,Pac,unsp,Alloy,unsp,51,20653.81785
220,63 AMG,unsp,New,FALSE,16,10000,1,unsp,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,65,167591.9735
221,63 AMG,unsp,New,FALSE,16,10000,1,Blue,5.5,Gasoline,CA,Pac,unsp,unsp,20,72,162262.8259
222,550,unsp,New,FALSE,12,10000,1,Gray,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,1,115257.1609
223,550,unsp,Used,FALSE,4781,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,107616.3536
224,63 AMG,unsp,Used,TRUE,35494,35494,6,Silver,6.3,Gasoline,FL,SoA,unsp,Alloy,unsp,34,60796.87896
225,550,unsp,Used,FALSE,59929,59929,6,Blue,5.5,Gasoline,VA,SoA,Harman Kardon,unsp,19,35,39208.75361
226,550,unsp,Used,FALSE,33684,33684,9,White,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,58,35325.24659
227,550,unsp,Used,FALSE,127321,127321,9,Gray,5.5,Gasoline,MI,ENC,unsp,unsp,unsp,16,22894.19234
228,550,unsp,New,FALSE,67,10000,2,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,70,110108.7007
229,550,unsp,New,FALSE,1,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,81,112488.6544
230,600,unsp,Used,FALSE,54106,54106,9,Silver,5.5,Gasoline,MO,WNC,Premium,Alloy,unsp,55,36676.35015
231,500,unsp,Used,FALSE,121457,121457,15,Silver,5,Gasoline,NH,New,unsp,Alloy,unsp,19,8692.326601
232,500,unsp,Used,FALSE,52363,52363,13,White,5,Gasoline,MO,WNC,Premium,Alloy,unsp,47,16673.09274
233,320,unsp,Used,FALSE,197512,195000,21,Silver,3.2,Gasoline,SC,SoA,unsp,unsp,unsp,1,4548.123206
234,550,unsp,New,FALSE,7,10000,1,White,4.6,Gasoline,MN,WNC,Premium,Alloy,unsp,57,113278.4944
235,unsp,unsp,New,FALSE,5,10000,1,Silver,4.6,unsp,FL,SoA,unsp,unsp,unsp,59,112187.4135
236,550,unsp,Used,FALSE,12068,12068,6,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,18,58,50037.8052
237,550,unsp,Used,FALSE,77096,77096,9,Gray,5.5,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,70,25307.20196
238,550,unsp,CPO,FALSE,16665,16665,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,64,62529.38481
239,350,unsp,Used,FALSE,116804,116804,10,Black,3.7,Gasoline,CA,Pac,unsp,Alloy,unsp,9,11422.51147
240,550,unsp,Used,FALSE,56006,56006,9,Red,5.5,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,66,29921.6833
241,550,unsp,CPO,FALSE,49257,49257,6,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,76,44756.99388
242,550,unsp,CPO,FALSE,13901,13901,6,Black,5.5,Gasoline,NY,Mid,unsp,unsp,unsp,13,54589.97814
243,65 AMG,unsp,New,FALSE,18,10000,1,Black,6,Gasoline,CA,Pac,unsp,unsp,20,7,231671.073
244,550,unsp,Used,FALSE,58045,58045,9,Black,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,48,27944.15292
245,550,unsp,New,FALSE,15,10000,1,White,4.7,Gasoline,WI,ENC,unsp,unsp,19,98,139502.5353
246,550,unsp,CPO,TRUE,29033,29033,5,White,5.5,Gasoline,NC,SoA,unsp,unsp,unsp,45,56041.82094
247,550,unsp,Used,FALSE,60023,60023,9,Black,5.5,Gasoline,NY,Mid,unsp,unsp,unsp,0,29369.08529
248,550,unsp,Used,FALSE,57500,57500,7,Gray,5.5,Gasoline,IL,ENC,unsp,Premium,unsp,25,33671.99571
249,430,unsp,Used,FALSE,112789,112789,11,Silver,4.3,Gasoline,AZ,Mtn,unsp,unsp,unsp,5,11411.30511
250,550,unsp,Used,FALSE,50491,50491,8,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Chrome,unsp,55,35138.92941
251,550,unsp,New,FALSE,7,10000,1,Silver,4.6,Gasoline,NY,Mid,Premium,unsp,unsp,77,110420.2435
252,550,unsp,New,FALSE,12,10000,1,Black,4.6,Gasoline,KS,WNC,unsp,unsp,unsp,0,113015.2618
253,550,unsp,New,FALSE,25,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,113755.946
254,550,unsp,Used,TRUE,20454,20454,8,Black,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,36,40676.0757
255,550,unsp,Used,TRUE,39899,39899,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,18,73,50232.39047
256,550,unsp,New,FALSE,16,10000,1,Black,4.7,Gasoline,NC,SoA,Premium,Alloy,20,68,138848.1899
257,550,unsp,CPO,FALSE,31945,31945,4,Black,4.6,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,12,57415.60511
258,550,unsp,New,FALSE,11,10000,1,Blue,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,112487.5149
259,550,unsp,Used,FALSE,37356,37356,6,Black,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,14,45282.09543
260,550,unsp,New,FALSE,10,10000,1,unsp,4.6,Gasoline,CO,Mtn,Premium,unsp,unsp,74,114889.8196
261,550,unsp,CPO,TRUE,35065,35065,4,Black,4.6,Gasoline,CA,Pac,unsp,Alloy,unsp,25,56845.31445
262,550,unsp,CPO,TRUE,18852,18852,4,Silver,4.6,Gasoline,MD,SoA,Premium,Alloy,unsp,72,59928.46679
263,500,unsp,Used,FALSE,138791,138791,15,Silver,5,Gasoline,UT,Mtn,unsp,Alloy,unsp,33,7591.037564
264,550,unsp,New,FALSE,30,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,112336.0869
265,550,unsp,New,FALSE,44,10000,1,unsp,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,79,115747.4085
266,550,unsp,Used,FALSE,3091,10000,2,White,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,88,104386.8631
267,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,OK,WSC,Premium,Alloy,unsp,66,113392.5581
268,600,unsp,Used,FALSE,145245,145245,18,Black,6,Gasoline,KY,ESC,unsp,Alloy,unsp,35,4440.376093
269,550,unsp,Used,TRUE,41772,41772,6,Gray,5.5,Gasoline,FL,SoA,Premium,Alloy,18,78,42434.98878
270,550,unsp,CPO,FALSE,26245,26245,5,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,19,57807.72541
271,550,unsp,New,FALSE,9,10000,1,White,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,2,112821.7567
272,550,unsp,New,FALSE,9,10000,1,Silver,4.6,Gasoline,NY,Mid,Premium,unsp,unsp,76,111369.3243
273,550,unsp,CPO,TRUE,6910,10000,3,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,74,73652.87753
274,550,unsp,Used,TRUE,46776,46776,8,Silver,5.5,Gasoline,PA,Mid,Harman Kardon,unsp,unsp,78,33503.67374
275,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,NC,SoA,Premium,Alloy,unsp,58,111469.1309
276,550,unsp,Used,FALSE,81145,81145,9,Silver,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,0,28101.3336
277,550,unsp,New,FALSE,5,10000,1,Blue,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,114233.9783
278,550,unsp,Used,FALSE,90669,90669,9,Silver,5.5,Gasoline,TN,ESC,unsp,unsp,unsp,5,25181.72999
279,550,unsp,Used,FALSE,20599,20599,3,Black,4.6,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,73,62384.14219
280,550,unsp,New,FALSE,8,10000,1,unsp,4.6,Gasoline,CA,Pac,Premium,unsp,unsp,72,114809.6091
281,550,unsp,New,FALSE,10,10000,1,Silver,4.6,Gasoline,MA,New,unsp,unsp,19,12,109885.4002
282,550,unsp,New,FALSE,16,10000,1,White,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,68,113409.8305
283,550,unsp,CPO,FALSE,31524,31524,5,Silver,5.5,Gasoline,NY,Mid,Premium,Alloy,unsp,63,54281.9077
284,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,2,113257.7721
285,63 AMG,unsp,CPO,FALSE,4078,10000,4,Black,5.5,Gasoline,CT,New,unsp,Alloy,unsp,34,98919.06276
286,550,unsp,Used,FALSE,96024,96024,8,Silver,5.5,Gasoline,OK,WSC,Premium,Alloy,unsp,62,26744.44915
287,430,unsp,Used,FALSE,125845,125845,15,White,4.3,Gasoline,NC,SoA,unsp,Alloy,unsp,20,9037.262872
288,63 AMG,unsp,New,FALSE,11,10000,1,White,5.5,Gasoline,NY,Mid,Premium,Alloy,unsp,76,162871.5123
289,550,unsp,Used,FALSE,31262,31262,4,Black,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,76,52308.50939
290,400,Hybrid,CPO,TRUE,44070,44070,6,Gray,3.5,Hybrid,CA,Pac,Harman Kardon,Alloy,unsp,68,40028.05091
291,550,unsp,New,FALSE,10,10000,2,Black,4.6,Gasoline,NC,SoA,unsp,unsp,unsp,15,111797.8351
292,550,unsp,Used,FALSE,688,10000,1,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,50,113233.5622
293,550,unsp,CPO,TRUE,22797,22797,4,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,8,59887.03399
294,63 AMG,unsp,New,FALSE,27,10000,1,Black,5.5,Gasoline,PA,Mid,Premium,Alloy,unsp,70,166007.8975
295,550,unsp,New,FALSE,6,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,2,111830.7959
296,550,unsp,Used,FALSE,10986,10986,5,White,5.5,Gasoline,VA,SoA,unsp,unsp,unsp,4,57329.97267
297,500,unsp,Used,FALSE,121815,121815,11,Black,5,Gasoline,FL,SoA,Bose,Alloy,17,81,11415.5283
298,550,unsp,Used,FALSE,34337,34337,6,Black,5.5,Gasoline,KY,ESC,Premium,Alloy,unsp,71,45034.34556
299,550,unsp,Used,FALSE,15367,15367,4,Black,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,68,60236.22969
300,500,unsp,Used,FALSE,144000,144000,16,Silver,5,Gasoline,NJ,Mid,Bose,Alloy,unsp,41,6686.869328
301,430,unsp,Used,FALSE,100777,100777,10,Black,4.3,Gasoline,NH,New,unsp,unsp,unsp,6,13879.26644
302,500,unsp,Used,FALSE,195244,195000,16,Black,5,Gasoline,NJ,Mid,Premium,Alloy,unsp,52,5528.308636
303,550,unsp,Used,FALSE,73021,73021,9,Green,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,7,25504.23556
304,550,unsp,Used,TRUE,77327,77327,9,Silver,5.5,Gasoline,MO,WNC,Premium,Alloy,unsp,58,26740.9753
305,500,unsp,Used,FALSE,95611,95611,12,Black,5,Gasoline,AZ,Mtn,Premium,unsp,unsp,39,11889.85949
306,550,unsp,CPO,FALSE,12870,12870,3,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,75,69790.9065
307,550,unsp,Used,FALSE,100,10000,1,White,4.7,Gasoline,FL,SoA,Premium,unsp,unsp,37,141110.5117
308,550,unsp,New,FALSE,11,10000,1,Black,4.6,Gasoline,TX,WSC,Premium,unsp,unsp,88,114230.3027
309,550,unsp,Used,TRUE,81965,81965,8,Gray,5.5,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,41,29361.83508
310,430,unsp,Used,FALSE,130532,130532,13,Silver,4.3,Gasoline,MO,WNC,Bose,Alloy,unsp,35,9230.803984
311,550,unsp,New,FALSE,15,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,74,111697.7558
312,550,unsp,New,FALSE,8,10000,1,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,112052.5666
313,550,unsp,CPO,FALSE,13965,13965,5,Gray,5.5,Gasoline,GA,SoA,Premium,Alloy,unsp,72,58316.86596
314,550,unsp,New,FALSE,6,10000,1,Silver,4.6,Gasoline,CA,Pac,Premium,Alloy,18,76,110554.3142
315,550,unsp,New,FALSE,15,10000,1,Silver,4.7,Gasoline,CO,Mtn,Premium,Alloy,unsp,68,137087.0498
316,550,unsp,New,FALSE,1,10000,1,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,18,74,114252.0684
317,550,unsp,CPO,FALSE,20280,20280,6,White,5.5,Gasoline,MA,New,unsp,unsp,18,63,56193.38812
318,550,unsp,New,FALSE,7,10000,1,Black,4.6,Gasoline,PA,Mid,Premium,Alloy,18,72,111462.0334
319,550,unsp,Used,FALSE,61827,61827,7,White,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,33,35197.9067
320,600,unsp,Used,FALSE,120659,120659,19,Green,6,Gasoline,CA,Pac,unsp,Alloy,unsp,50,8370.243137
321,550,unsp,New,FALSE,5,10000,1,Blue,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,112704.5234
322,63 AMG,unsp,Used,FALSE,45108,45108,7,White,6.3,Gasoline,CA,Pac,unsp,unsp,unsp,15,55228.17934
323,550,unsp,Used,FALSE,70336,70336,5,Gray,5.5,Gasoline,SC,SoA,Bang Olufsen,Alloy,unsp,61,44391.9053
324,55 AMG,unsp,Used,FALSE,69716,69716,13,Black,5.4,Gasoline,FL,SoA,Bose,Alloy,unsp,59,17746.03076
325,600,unsp,Used,FALSE,91276,91276,12,Silver,5.5,Gasoline,FL,SoA,unsp,unsp,18,7,14935.46785
326,550,unsp,Used,FALSE,40596,40596,3,Black,4.6,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,78,55209.14541
327,550,unsp,CPO,FALSE,5,10000,2,Silver,4.6,Gasoline,TX,WSC,Premium,Alloy,unsp,64,111857.0755
328,550,unsp,New,FALSE,11,10000,1,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,112412.088
329,550,unsp,Used,FALSE,43221,43221,7,Gray,5.5,Gasoline,VA,SoA,unsp,unsp,unsp,29,35932.37286
330,550,unsp,New,FALSE,9,10000,2,unsp,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,0,111091.8596
331,500,unsp,Used,FALSE,140606,140606,16,Silver,5,Gasoline,NH,New,Premium,Alloy,unsp,51,6443.003059
332,550,unsp,CPO,TRUE,17074,17074,3,White,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,75,67505.99067
333,550,unsp,CPO,TRUE,12742,12742,4,White,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,74,65093.49122
334,550,unsp,CPO,FALSE,48713,48713,5,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,9,48291.59556
335,550,unsp,New,FALSE,8,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,18,83,115173.8895
336,550,unsp,Used,TRUE,41278,41278,6,Silver,5.5,Gasoline,FL,SoA,Premium,Alloy,18,75,42703.61387
337,550,unsp,Used,TRUE,20943,20943,3,Silver,4.6,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,29,62423.97039
338,400,Hybrid,CPO,FALSE,23931,23931,6,White,3.5,Hybrid,TX,WSC,unsp,unsp,unsp,15,49754.49906
339,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,1,113019.6158
340,55 AMG,unsp,Used,FALSE,157503,150000,15,Silver,5.4,Gasoline,TX,WSC,unsp,Alloy,unsp,26,9755.775509
341,550,unsp,Used,FALSE,103915,103915,8,Silver,5.5,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,62,25681.3618
342,550,unsp,Used,FALSE,18948,18948,3,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,65,63463.1743
343,550,unsp,New,FALSE,7,10000,2,Black,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,1,110586.8633
344,550,unsp,Used,TRUE,12484,12484,4,Red,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,45,60764.83074
345,63 AMG,unsp,Used,TRUE,20318,20318,4,White,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,17,89231.60996
346,500,unsp,Used,FALSE,194212,180000,16,Beige,5,Gasoline,MO,WNC,unsp,unsp,unsp,0,6092.197492
347,550,unsp,Used,FALSE,86063,86063,9,Black,5.5,Gasoline,PA,Mid,unsp,unsp,unsp,20,25740.76308
348,550,unsp,Used,FALSE,15011,15011,3,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,2,67125.20018
349,500,unsp,Used,FALSE,64507,64507,13,Gold,5,Gasoline,MD,SoA,Premium,Alloy,unsp,55,14811.29248
350,550,unsp,CPO,FALSE,43284,43284,6,Silver,5.5,Gasoline,OH,ENC,unsp,unsp,unsp,58,46646.2183
351,550,unsp,New,FALSE,9,10000,2,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,110025.4554
352,500,unsp,Used,FALSE,122982,122982,11,Black,5,Gasoline,CA,Pac,Bose,Alloy,17,62,11820.4426
353,550,unsp,CPO,TRUE,16544,16544,4,Black,4.6,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,85,60248.36854
354,550,unsp,Used,FALSE,81890,81890,6,Black,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,54,36880.38016
355,600,unsp,Used,FALSE,116740,116740,15,Gold,5.8,Gasoline,CA,Pac,unsp,unsp,unsp,1,6932.830081
356,63 AMG,unsp,New,FALSE,45,10000,1,Black,5.5,unsp,OH,ENC,Premium,unsp,20,78,164572.4906
357,550,unsp,Used,TRUE,57427,57427,5,White,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,9,43491.03344
358,550,unsp,New,FALSE,11,10000,1,Blue,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,112487.5149
359,550,unsp,Used,FALSE,66000,66000,7,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,35,33512.25203
360,unsp,unsp,New,FALSE,12,10000,1,Black,uns,unsp,FL,SoA,unsp,unsp,unsp,0,116487.4699
361,400,Hybrid,Used,FALSE,41943,41943,6,Black,3.5,Hybrid,OH,ENC,unsp,unsp,unsp,74,37930.28274
362,430,unsp,Used,FALSE,115000,115000,14,Gray,4.3,Gasoline,TX,WSC,Bose,Alloy,unsp,17,8385.079386
363,550,unsp,New,FALSE,6,10000,2,Blue,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,111393.0527
364,550,unsp,CPO,FALSE,48950,48950,5,White,5.5,Gasoline,TN,ESC,Harman Kardon,Alloy,18,107,47883.95436
365,63 AMG,unsp,CPO,FALSE,51596,51596,7,White,6.3,Gasoline,WA,Pac,unsp,unsp,unsp,42,56865.81026
366,550,unsp,New,FALSE,6,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,110620.1092
367,430,unsp,Used,FALSE,145404,145404,14,Silver,4.3,Gasoline,GA,SoA,Premium,Alloy,unsp,41,7151.366667
368,430,unsp,Used,FALSE,117956,117956,10,Brown,4.3,Gasoline,NJ,Mid,unsp,Alloy,unsp,52,13387.44585
369,550,unsp,New,FALSE,8,10000,1,unsp,4.6,Gasoline,NY,Mid,Premium,unsp,unsp,76,114247.6104
370,550,unsp,New,FALSE,9,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,48,112586.1878
371,550,unsp,Used,FALSE,100300,100300,7,White,5.5,Gasoline,FL,SoA,Premium,unsp,18,42,29350.53034
372,550,unsp,CPO,FALSE,46100,46100,4,White,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,74,52502.2692
373,550,unsp,Used,FALSE,113000,113000,9,Black,5.5,Gasoline,MN,WNC,Premium,Alloy,unsp,45,23089.84326
374,550,unsp,New,FALSE,12,10000,1,Blue,4.6,Gasoline,MA,New,unsp,unsp,unsp,0,112907.0025
375,55 AMG,unsp,Used,FALSE,51565,51565,14,Black,5.4,Gasoline,TX,WSC,Bose,Premium,unsp,42,17176.80591
376,600,unsp,Used,FALSE,70000,70000,10,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,95,21272.68696
377,550,unsp,Used,FALSE,12882,12882,4,Black,4.6,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,12,59321.3431
378,550,unsp,New,FALSE,6,10000,2,Black,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,25,111712.9555
379,550,unsp,New,FALSE,9,10000,2,White,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,70,111200.4393
380,550,unsp,New,FALSE,5,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1,113019.6158
381,65 AMG,unsp,New,FALSE,10,10000,1,unsp,6,Gasoline,NY,Mid,Premium,Alloy,unsp,61,234986.3226
382,430,unsp,Used,FALSE,106948,106948,15,Gold,4.3,Gasoline,FL,SoA,unsp,Alloy,unsp,21,8890.946656
383,63 AMG,unsp,New,FALSE,10,10000,2,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,3,159544.1341
384,550,unsp,New,FALSE,18,10000,1,Blue,4.6,Gasoline,NY,Mid,Premium,unsp,unsp,76,112331.3545
385,550,unsp,CPO,FALSE,21951,21951,4,White,4.6,Gasoline,GA,SoA,Premium,Alloy,unsp,84,60598.94247
386,430,unsp,Used,FALSE,70533,70533,10,Silver,4.3,Gasoline,TX,WSC,Bose,Alloy,18,66,17178.70533
387,550,unsp,Used,FALSE,64293,64293,6,Blue,5.5,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,93,37426.25562
388,550,unsp,New,FALSE,17,10000,1,Black,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,78,112931.8178
389,550,unsp,Used,FALSE,77813,77813,9,White,5.5,Gasoline,AZ,Mtn,Harman Kardon,unsp,unsp,8,27286.97781
390,550,unsp,New,FALSE,11,10000,1,Black,4.6,Gasoline,AL,ESC,unsp,Alloy,unsp,75,111242.106
391,500,unsp,Used,TRUE,154207,150000,15,Silver,5,Gasoline,VA,SoA,Premium,Alloy,unsp,41,6699.94473
392,63 AMG,unsp,Used,FALSE,32174,32174,8,Black,6.3,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,49,48517.37315
393,550,unsp,Used,TRUE,55045,55045,8,Red,5.5,Gasoline,OK,WSC,Harman Kardon,Alloy,unsp,66,34601.69016
394,550,unsp,New,FALSE,45,10000,2,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,68,109600.4999
395,550,unsp,Used,FALSE,85127,85127,9,Silver,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,47,26035.73923
396,550,unsp,New,FALSE,9,10000,1,Silver,4.6,Gasoline,OR,Pac,unsp,unsp,unsp,0,111336.9262
397,550,unsp,Used,FALSE,49943,49943,9,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,20,30292.53779
398,550,unsp,CPO,FALSE,19100,19100,4,Black,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,71,60940.12084
399,550,unsp,Used,TRUE,21767,21767,4,Silver,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,20,73,54523.03113
400,430,unsp,Used,FALSE,133569,133569,13,Black,4.3,Gasoline,NC,SoA,unsp,Alloy,unsp,49,9323.950685
401,500,unsp,Used,FALSE,132711,132711,16,Black,5,Gasoline,IL,ENC,unsp,Alloy,unsp,18,7622.622682
402,550,unsp,New,FALSE,5,10000,1,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,70,111657.7033
403,400,Hybrid,Used,FALSE,43978,43978,6,Black,3.5,Hybrid,NY,Mid,unsp,Alloy,unsp,20,36567.7521
404,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,88,113788.0947
405,550,unsp,New,FALSE,5,10000,2,Black,4.6,Gasoline,IL,ENC,unsp,unsp,unsp,0,111130.937
406,500,unsp,Used,FALSE,160217,150000,21,Beige,5,Gasoline,WA,Pac,unsp,Alloy,unsp,39,6054.162571
407,550,unsp,Used,TRUE,35765,35765,6,White,5.5,Gasoline,OK,WSC,Premium,Alloy,unsp,71,46248.51259
408,600,unsp,Used,FALSE,74396,74396,15,Black,5.8,Gasoline,WA,Pac,Bose,Alloy,unsp,19,13003.34387
409,550,unsp,New,FALSE,13,10000,1,White,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,68,113452.5984
410,550,unsp,Used,FALSE,103529,103529,9,Silver,5.5,Gasoline,FL,SoA,Premium,unsp,unsp,30,24005.69973
411,550,unsp,Used,TRUE,20790,20790,4,Silver,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,73,56184.03965
412,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,NY,Mid,Premium,unsp,unsp,74,112484.2647
413,550,unsp,CPO,FALSE,19768,19768,3,White,4.6,Gasoline,VA,SoA,unsp,unsp,unsp,7,68022.5018
414,550,unsp,New,FALSE,12,10000,1,Silver,4.6,Gasoline,MA,New,Premium,unsp,unsp,82,112881.7042
415,550,unsp,New,FALSE,5,10000,1,unsp,4.6,Gasoline,NJ,Mid,unsp,Alloy,18,90,116522.8663
416,550,unsp,Used,TRUE,20260,20260,6,Silver,5.5,Gasoline,IL,ENC,unsp,Alloy,unsp,50,48753.1513
417,550,unsp,New,FALSE,17,10000,1,Black,4.6,Gasoline,GA,SoA,Premium,Alloy,unsp,71,111896.5877
418,350,unsp,Used,FALSE,19565,19565,4,Black,3,Diesel,TX,WSC,Harman Kardon,Alloy,unsp,65,55549.8314
419,63 AMG,unsp,New,FALSE,7,10000,1,White,5.5,Gasoline,WI,ENC,unsp,unsp,unsp,0,164722.4822
420,55 AMG,unsp,Used,FALSE,168500,165000,15,Black,5.4,Gasoline,CA,Pac,Premium,Alloy,unsp,39,8897.576746
421,550,unsp,New,FALSE,19,10000,2,Silver,4.6,Gasoline,GA,SoA,Premium,Alloy,unsp,69,109555.0768
422,550,unsp,New,FALSE,6,10000,1,White,4.6,Gasoline,NY,Mid,unsp,unsp,19,3,113605.6984
423,500,unsp,Used,TRUE,78631,78631,14,Silver,5,Gasoline,TX,WSC,Premium,unsp,unsp,42,11909.70768
424,500,unsp,Used,TRUE,63217,63217,13,Silver,5,Gasoline,FL,SoA,Bose,Alloy,17,58,14631.29764
425,550,unsp,Used,FALSE,100458,100458,8,unsp,5.5,Gasoline,SC,SoA,unsp,unsp,unsp,0,26568.03777
426,430,unsp,Used,TRUE,71436,71436,16,Silver,4.3,Gasoline,FL,SoA,Premium,Alloy,unsp,57,10756.36513
427,550,unsp,CPO,TRUE,30828,30828,6,Black,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,75,48990.52305
428,550,unsp,New,FALSE,12,10000,1,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,48,113487.5372
429,550,unsp,Used,FALSE,71769,71769,8,White,5.5,Gasoline,VA,SoA,Premium,Alloy,unsp,44,32807.03944
