"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price","pice"
"205","205","550",NA,"Used","f",47875,"2010","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,31,0,41187.2567019435
"206","206","550",NA,"CPO","f",711,"2014","Black","4.6 L","Gasoline","MA","New",NA,NA,NA,17,0,100337.689517195
"207","207","430",NA,"Used","f",104334,"2002","Black","4.3 L","Gasoline","OH","ENC","Bose","Chrome",NA,51,0,10210.1002706905
"208","208","550",NA,"Used","f",96226,"2007","Silver","5.5 L","Gasoline","NC","SoA",NA,NA,NA,0,0,25828.1447728928
"209","209","550",NA,"Used","f",2008,"2012",NA,"4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,89,0,68127.5036263706
"210","210","550",NA,"New","f",423,"2015","Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",79,0,113691.938978794
"211","211","550",NA,"Used","f",88796,"2007","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,45,0,26307.2181242856
"212","212","550",NA,"Used","f",83183,"2008","Gray","5.5 L","Gasoline","CA","Pac",NA,NA,NA,18,0,29851.6492400598
"213","213","550",NA,"CPO","f",26301,"2012","Silver","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,71,0,55679.5877359994
"214","214","550",NA,"Used","f",38523,"2010","Blue","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,66,0,42153.099850124
"215","215","550",NA,"CPO","t",30073,"2012","Silver","4.6 L","Gasoline","TN","ESC","Harman Kardon","Alloy","18",93,0,55467.2556643478
"216","216","550",NA,"New","f",25,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"20",12,0,112727.39228481
"217","217",NA,NA,"New","f",7,"2015","Black","4.7 L","Gasoline","NV","Mtn",NA,NA,NA,9,0,134732.77590736
"218","218","430",NA,"Used","f",71824,"2002","Silver","4.3 L","Gasoline","IL","ENC","Bose","Alloy",NA,46,0,12503.2615902518
"219","219","500",NA,"Used","f",45432,"2006","Beige","5.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,51,0,19550.7528308929
"220","220","63 AMG",NA,"New","f",16,"2015",NA,"5.5 L","Gasoline","TX","WSC",NA,NA,NA,65,0,164930.547609567
"221","221","63 AMG",NA,"New","f",16,"2015","Blue","5.5 L","Gasoline","CA","Pac",NA,NA,"20",72,0,164518.058940083
"222","222","550",NA,"New","f",12,"2015","Gray","4.6 L","Gasoline","FL","SoA",NA,NA,NA,1,0,119300.967842962
"223","223","550",NA,"Used","f",4781,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,108114.717643892
"224","224","63 AMG",NA,"Used","t",35494,"2010","Silver","6.3 L","Gasoline","FL","SoA",NA,"Alloy",NA,34,0,58655.1708854675
"225","225","550",NA,"Used","f",59929,"2010","Blue","5.5 L","Gasoline","VA","SoA","Harman Kardon",NA,"19",35,0,39480.5793084171
"226","226","550",NA,"Used","f",33684,"2007","White","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,58,0,34249.7838433264
"227","227","550",NA,"Used","f",127321,"2007","Gray","5.5 L","Gasoline","MI","ENC",NA,NA,NA,16,0,23971.2693355324
"228","228","550",NA,"New","f",67,"2014","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,70,0,110634.081728885
"229","229","550",NA,"New","f",1,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",81,0,111820.960087764
"230","230","600",NA,"Used","f",54106,"2007","Silver","5.5 L","Gasoline","MO","WNC","Premium","Alloy",NA,55,0,32190.9069513048
"231","231","500",NA,"Used","f",121457,"2001","Silver","5.0 L","Gasoline","NH","New",NA,"Alloy",NA,19,0,8677.49291920844
"232","232","500",NA,"Used","f",52363,"2003","White","5.0 L","Gasoline","MO","WNC","Premium","Alloy",NA,47,0,17640.0155074106
"233","233","320",NA,"Used","f",197512,"1995","Silver","3.2 L","Gasoline","SC","SoA",NA,NA,NA,1,0,3585.56139373166
"234","234","550",NA,"New","f",7,"2015","White","4.6 L","Gasoline","MN","WNC","Premium","Alloy",NA,57,0,113276.605476491
"235","235",NA,NA,"New","f",5,"2015","Silver","4.6 L",NA,"FL","SoA",NA,NA,NA,59,0,111148.67204216
"236","236","550",NA,"Used","f",12068,"2010","Silver","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","18",58,0,50837.9984568896
"237","237","550",NA,"Used","f",77096,"2007","Gray","5.5 L","Gasoline","IL","ENC","Harman Kardon","Alloy",NA,70,0,27339.1924926414
"238","238","550",NA,"CPO","f",16665,"2012","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,64,0,58314.6055158915
"239","239","350",NA,"Used","f",116804,"2006","Black","3.7 L","Gasoline","CA","Pac",NA,"Alloy",NA,9,0,14607.3654227533
"240","240","550",NA,"Used","f",56006,"2007","Red","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,66,0,29673.4756113191
"241","241","550",NA,"CPO","f",49257,"2010","Black","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,76,0,47418.3498302175
"242","242","550",NA,"CPO","f",13901,"2010","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,13,0,55255.6295635109
"243","243","65 AMG",NA,"New","f",18,"2015","Black","6.0 L","Gasoline","CA","Pac",NA,NA,"20",7,0,228371.942645259
"244","244","550",NA,"Used","f",58045,"2007","Black","5.5 L","Gasoline","GA","SoA","Harman Kardon",NA,NA,48,0,29651.9214653762
"245","245","550",NA,"New","f",15,"2015","White","4.7 L","Gasoline","WI","ENC",NA,NA,"19",98,0,134941.22853022
"246","246","550",NA,"CPO","t",29033,"2011","White","5.5 L","Gasoline","NC","SoA",NA,NA,NA,45,0,52274.8751709701
"247","247","550",NA,"Used","f",60023,"2007","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,0,0,29444.7611531446
"248","248","550",NA,"Used","f",57500,"2009","Gray","5.5 L","Gasoline","IL","ENC",NA,"Premium",NA,25,0,33803.3578022954
"249","249","430",NA,"Used","f",112789,"2005","Silver","4.3 L","Gasoline","AZ","Mtn",NA,NA,NA,5,0,12377.7362286397
"250","250","550",NA,"Used","f",50491,"2008","Silver","5.5 L","Gasoline","TX","WSC","Harman Kardon","Chrome",NA,55,0,33342.724345418
"251","251","550",NA,"New","f",7,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,77,0,112323.32193509
"252","252","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","KS","WNC",NA,NA,NA,0,0,112373.513888951
"253","253","550",NA,"New","f",25,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112791.412156818
"254","254","550",NA,"Used","t",20454,"2008","Black","5.5 L","Gasoline","MD","SoA",NA,NA,NA,36,0,40226.1268522126
"255","255","550",NA,"Used","t",39899,"2012","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","18",73,0,48128.2268222562
"256","256","550",NA,"New","f",16,"2015","Black","4.7 L","Gasoline","NC","SoA","Premium","Alloy","20",68,0,134030.595069318
"257","257","550",NA,"CPO","f",31945,"2012","Black","4.6 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,12,0,55021.9161069055
"258","258","550",NA,"New","f",11,"2015","Blue","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112529.252807907
"259","259","550",NA,"Used","f",37356,"2010","Black","5.5 L","Gasoline","GA","SoA",NA,NA,NA,14,0,42957.8425408109
"260","260","550",NA,"New","f",10,"2015",NA,"4.6 L","Gasoline","CO","Mtn","Premium",NA,NA,74,0,115615.280726834
"261","261","550",NA,"CPO","t",35065,"2012","Black","4.6 L","Gasoline","CA","Pac",NA,"Alloy",NA,25,0,54774.8324753401
"262","262","550",NA,"CPO","t",18852,"2012","Silver","4.6 L","Gasoline","MD","SoA","Premium","Alloy",NA,72,0,57974.1695477082
"263","263","500",NA,"Used","f",138791,"2001","Silver","5.0 L","Gasoline","UT","Mtn",NA,"Alloy",NA,33,0,7698.22586420228
"264","264","550",NA,"New","f",30,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111790.672291185
"265","265","550",NA,"New","f",44,"2015",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,79,0,113085.783950819
"266","266","550",NA,"Used","f",3091,"2014","White","4.6 L","Gasoline","FL","SoA","Premium",NA,NA,88,0,98345.5170438445
"267","267","550",NA,"New","f",8,"2015","Black","4.6 L","Gasoline","OK","WSC","Premium","Alloy",NA,66,0,112855.005808065
"268","268","600",NA,"Used","f",145245,"1998","Black","6.0 L","Gasoline","KY","ESC",NA,"Alloy",NA,35,0,21999.8930914884
"269","269","550",NA,"Used","t",41772,"2010","Gray","5.5 L","Gasoline","FL","SoA","Premium","Alloy","18",78,0,41806.0586720229
"270","270","550",NA,"CPO","f",26245,"2011","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,19,0,51811.7778023772
"271","271","550",NA,"New","f",9,"2015","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,2,0,113635.560929472
"272","272","550",NA,"New","f",9,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,76,0,112405.771940565
"273","273","550",NA,"CPO","t",6910,"2013","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,74,0,70035.8974398102
"274","274","550",NA,"Used","t",46776,"2008","Silver","5.5 L","Gasoline","PA","Mid","Harman Kardon",NA,NA,78,0,34112.0334452423
"275","275","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","NC","SoA","Premium","Alloy",NA,58,0,112341.034341508
"276","276","550",NA,"Used","f",81145,"2007","Silver","5.5 L","Gasoline","GA","SoA",NA,NA,NA,0,0,27069.4633995699
"277","277","550",NA,"New","f",5,"2015","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112106.076693624
"278","278","550",NA,"Used","f",90669,"2007","Silver","5.5 L","Gasoline","TN","ESC",NA,NA,NA,5,0,26299.5518349975
"279","279","550",NA,"Used","f",20599,"2013","Black","4.6 L","Gasoline","IL","ENC","Harman Kardon","Alloy",NA,73,0,59565.738920893
"280","280","550",NA,"New","f",8,"2015",NA,"4.6 L","Gasoline","CA","Pac","Premium",NA,NA,72,0,112501.874168748
"281","281","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","MA","New",NA,NA,"19",12,0,112277.469544442
"282","282","550",NA,"New","f",16,"2015","White","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,68,0,113554.532279584
"283","283","550",NA,"CPO","f",31524,"2011","Silver","5.5 L","Gasoline","NY","Mid","Premium","Alloy",NA,63,0,50312.0154327778
"284","284","550",NA,"New","f",8,"2015","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,2,0,112698.437120422
"285","285","63 AMG",NA,"CPO","f",4078,"2012","Black","5.5 L","Gasoline","CT","New",NA,"Alloy",NA,34,0,94965.7544316663
"286","286","550",NA,"Used","f",96024,"2008","Silver","5.5 L","Gasoline","OK","WSC","Premium","Alloy",NA,62,0,28374.8686276664
"287","287","430",NA,"Used","f",125845,"2001","White","4.3 L","Gasoline","NC","SoA",NA,"Alloy",NA,20,0,8773.373246317
"288","288","63 AMG",NA,"New","f",11,"2015","White","5.5 L","Gasoline","NY","Mid","Premium","Alloy",NA,76,0,165450.63711001
"289","289","550",NA,"Used","f",31262,"2012","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,76,0,49883.1142261081
"290","290","400","Hybrid","CPO","t",44070,"2010","Gray","3.5 L","Hybrid","CA","Pac","Harman Kardon","Alloy",NA,68,0,45683.7751681163
"291","291","550",NA,"New","f",10,"2014","Black","4.6 L","Gasoline","NC","SoA",NA,NA,NA,15,0,111094.507016138
"292","292","550",NA,"Used","f",688,"2015","White","4.6 L","Gasoline","FL","SoA",NA,NA,NA,50,0,114045.596835849
"293","293","550",NA,"CPO","t",22797,"2012","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,8,0,57226.581036943
"294","294","63 AMG",NA,"New","f",27,"2015","Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy",NA,70,0,164329.577948548
"295","295","550",NA,"New","f",6,"2014","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,2,0,112097.138677283
"296","296","550",NA,"Used","f",10986,"2011","White","5.5 L","Gasoline","VA","SoA",NA,NA,NA,4,0,53892.5207609504
"297","297","500",NA,"Used","f",121815,"2005","Black","5.0 L","Gasoline","FL","SoA","Bose","Alloy","17",81,0,11991.0029655309
"298","298","550",NA,"Used","f",34337,"2010","Black","5.5 L","Gasoline","KY","ESC","Premium","Alloy",NA,71,0,43343.3410398855
"299","299","550",NA,"Used","f",15367,"2012","Black","4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,68,0,54368.9216592238
"300","300","500",NA,"Used","f",144000,"2000","Silver","5.0 L","Gasoline","NJ","Mid","Bose","Alloy",NA,41,0,7469.36342404679
"301","301","430",NA,"Used","f",100777,"2006","Black","4.3 L","Gasoline","NH","New",NA,NA,NA,6,0,13340.2046789178
"302","302","500",NA,"Used","f",195244,"2000","Black","5.0 L","Gasoline","NJ","Mid","Premium","Alloy",NA,52,0,5377.51300433068
"303","303","550",NA,"Used","f",73021,"2007","Green","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,7,0,27735.8277297029
"304","304","550",NA,"Used","t",77327,"2007","Silver","5.5 L","Gasoline","MO","WNC","Premium","Alloy",NA,58,0,27397.5123832558
"305","305","500",NA,"Used","f",95611,"2004","Black","5.0 L","Gasoline","AZ","Mtn","Premium",NA,NA,39,0,13724.6918900256
"306","306","550",NA,"CPO","f",12870,"2013","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,75,0,66756.207537008
"307","307","550",NA,"Used","f",100,"2015","White","4.7 L","Gasoline","FL","SoA","Premium",NA,NA,37,0,139703.920183677
"308","308","550",NA,"New","f",11,"2015","Black","4.6 L","Gasoline","TX","WSC","Premium",NA,NA,88,0,113053.272784093
"309","309","550",NA,"Used","t",81965,"2008","Gray","5.5 L","Gasoline","IL","ENC","Harman Kardon",NA,NA,41,0,30183.1607116049
"310","310","430",NA,"Used","f",130532,"2003","Silver","4.3 L","Gasoline","MO","WNC","Bose","Alloy",NA,35,0,9251.34173290626
"311","311","550",NA,"New","f",15,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",74,0,112647.970384256
"312","312","550",NA,"New","f",8,"2015","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112125.94185748
"313","313","550",NA,"CPO","f",13965,"2011","Gray","5.5 L","Gasoline","GA","SoA","Premium","Alloy",NA,72,0,55312.1321043217
"314","314","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",76,0,112224.730911485
"315","315","550",NA,"New","f",15,"2015","Silver","4.7 L","Gasoline","CO","Mtn","Premium","Alloy",NA,68,0,136816.013416238
"316","316","550",NA,"New","f",1,"2015","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",74,0,111808.575373599
"317","317","550",NA,"CPO","f",20280,"2010","White","5.5 L","Gasoline","MA","New",NA,NA,"18",63,0,53894.8452230689
"318","318","550",NA,"New","f",7,"2015","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy","18",72,0,112408.090189544
"319","319","550",NA,"Used","f",61827,"2009","White","5.5 L","Gasoline","MD","SoA",NA,NA,NA,33,0,34135.9389662667
"320","320","600",NA,"Used","f",120659,"1997","Green","6.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,50,0,21739.1352569362
"321","321","550",NA,"New","f",5,"2015","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,112074.933869757
"322","322","63 AMG",NA,"Used","f",45108,"2009","White","6.3 L","Gasoline","CA","Pac",NA,NA,NA,15,0,52142.0753521713
"323","323","550",NA,"Used","f",70336,"2011","Gray","5.5 L","Gasoline","SC","SoA","Bang Olufsen","Alloy",NA,61,0,41969.6946890651
"324","324","55 AMG",NA,"Used","f",69716,"2003","Black","5.4 L","Gasoline","FL","SoA","Bose","Alloy",NA,59,0,18776.4879757578
"325","325","600",NA,"Used","f",91276,"2004","Silver","5.5 L","Gasoline","FL","SoA",NA,NA,"18",7,0,21245.3829092639
"326","326","550",NA,"Used","f",40596,"2013","Black","4.6 L","Gasoline","IL","ENC","Harman Kardon","Alloy",NA,78,0,55297.9619053574
"327","327","550",NA,"CPO","f",5,"2014","Silver","4.6 L","Gasoline","TX","WSC","Premium","Alloy",NA,64,0,108611.542913279
"328","328","550",NA,"New","f",11,"2015","White","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,112953.126824972
"329","329","550",NA,"Used","f",43221,"2009","Gray","5.5 L","Gasoline","VA","SoA",NA,NA,NA,29,0,35845.3782380241
"330","330","550",NA,"New","f",9,"2014",NA,"4.6 L","Gasoline","NY","Mid",NA,NA,NA,0,0,111122.282965856
"331","331","500",NA,"Used","f",140606,"2000","Silver","5.0 L","Gasoline","NH","New","Premium","Alloy",NA,51,0,7644.4426695761
"332","332","550",NA,"CPO","t",17074,"2013","White","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,75,0,67069.6165923849
"333","333","550",NA,"CPO","t",12742,"2012","White","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,74,0,61638.8331912256
"334","334","550",NA,"CPO","f",48713,"2011","Black","5.5 L","Gasoline","CA","Pac",NA,NA,NA,9,0,48113.4241635677
"335","335","550",NA,"New","f",8,"2015","White","4.6 L","Gasoline","CA","Pac",NA,NA,"18",83,0,113418.990919959
"336","336","550",NA,"Used","t",41278,"2010","Silver","5.5 L","Gasoline","FL","SoA","Premium","Alloy","18",75,0,41749.9352243571
"337","337","550",NA,"Used","t",20943,"2013","Silver","4.6 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,29,0,60112.3830680283
"338","338","400","Hybrid","CPO","f",23931,"2010","White","3.5 L","Hybrid","TX","WSC",NA,NA,NA,15,0,50353.8276021796
"339","339","550",NA,"New","f",5,"2015","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,1,0,113425.659066818
"340","340","55 AMG",NA,"Used","f",157503,"2001","Silver","5.4 L","Gasoline","TX","WSC",NA,"Alloy",NA,26,0,10749.3693804738
"341","341","550",NA,"Used","f",103915,"2008","Silver","5.5 L","Gasoline","NY","Mid","Harman Kardon","Alloy",NA,62,0,27798.0397125463
"342","342","550",NA,"Used","f",18948,"2013","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,65,0,59777.455642784
"343","343","550",NA,"New","f",7,"2014","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,1,0,111170.137825006
"344","344","550",NA,"Used","t",12484,"2012","Red","4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,45,0,55960.4859708787
"345","345","63 AMG",NA,"Used","t",20318,"2012","White","5.5 L","Gasoline","TX","WSC",NA,NA,NA,17,0,79176.6991031078
"346","346","500",NA,"Used","f",194212,"2000","Beige","5.0 L","Gasoline","MO","WNC",NA,NA,NA,0,0,5723.22247461384
"347","347","550",NA,"Used","f",86063,"2007","Black","5.5 L","Gasoline","PA","Mid",NA,NA,NA,20,0,26821.8550927425
"348","348","550",NA,"Used","f",15011,"2013","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,2,0,61485.7347920889
"349","349","500",NA,"Used","f",64507,"2003","Gold","5.0 L","Gasoline","MD","SoA","Premium","Alloy",NA,55,0,15174.2685259593
"350","350","550",NA,"CPO","f",43284,"2010","Silver","5.5 L","Gasoline","OH","ENC",NA,NA,NA,58,0,48320.7757708074
"351","351","550",NA,"New","f",9,"2014","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,110691.263526161
"352","352","500",NA,"Used","f",122982,"2005","Black","5.0 L","Gasoline","CA","Pac","Bose","Alloy","17",62,0,12241.0838993308
"353","353","550",NA,"CPO","t",16544,"2012","Black","4.6 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,85,0,59104.9793384793
"354","354","550",NA,"Used","f",81890,"2010","Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy",NA,54,0,36995.1018141814
"355","355","600",NA,"Used","f",116740,"2001","Gold","5.8 L","Gasoline","CA","Pac",NA,NA,NA,1,0,12068.5411366746
"356","356","63 AMG",NA,"New","f",45,"2015","Black","5.5 L",NA,"OH","ENC","Premium",NA,"20",78,0,164319.104749571
"357","357","550",NA,"Used","t",57427,"2011","White","5.5 L","Gasoline","CA","Pac",NA,NA,NA,9,0,42102.5335083929
"358","358","550",NA,"New","f",11,"2015","Blue","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,66,0,112529.252807907
"359","359","550",NA,"Used","f",66000,"2009","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,35,0,32799.8396990441
"360","360",NA,NA,"New","f",12,"2015","Black",NA,NA,"FL","SoA",NA,NA,NA,0,0,109984.551399537
"361","361","400","Hybrid","Used","f",41943,"2010","Black","3.5 L","Hybrid","OH","ENC",NA,NA,NA,74,0,39531.2184685573
"362","362","430",NA,"Used","f",115000,"2002","Gray","4.3 L","Gasoline","TX","WSC","Bose","Alloy",NA,17,0,9208.0210461383
"363","363","550",NA,"New","f",6,"2014","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,111193.74788844
"364","364","550",NA,"CPO","f",48950,"2011","White","5.5 L","Gasoline","TN","ESC","Harman Kardon","Alloy","18",107,0,48709.9656750513
"365","365","63 AMG",NA,"CPO","f",51596,"2009","White","6.3 L","Gasoline","WA","Pac",NA,NA,NA,42,0,60102.3493434462
"366","366","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111199.490931078
"367","367","430",NA,"Used","f",145404,"2002","Silver","4.3 L","Gasoline","GA","SoA","Premium","Alloy",NA,41,0,7311.99488941449
"368","368","430",NA,"Used","f",117956,"2006","Brown","4.3 L","Gasoline","NJ","Mid",NA,"Alloy",NA,52,0,11900.2763474867
"369","369","550",NA,"New","f",8,"2015",NA,"4.6 L","Gasoline","NY","Mid","Premium",NA,NA,76,0,112509.115389553
"370","370","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,48,0,112204.658493348
"371","371","550",NA,"Used","f",100300,"2009","White","5.5 L","Gasoline","FL","SoA","Premium",NA,"18",42,0,30331.8394528888
"372","372","550",NA,"CPO","f",46100,"2012","White","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,74,0,54432.4941403324
"373","373","550",NA,"Used","f",113000,"2007","Black","5.5 L","Gasoline","MN","WNC","Premium","Alloy",NA,45,0,24546.6324237414
"374","374","550",NA,"New","f",12,"2015","Blue","4.6 L","Gasoline","MA","New",NA,NA,NA,0,0,112365.549134146
"375","375","55 AMG",NA,"Used","f",51565,"2002","Black","5.4 L","Gasoline","TX","WSC","Bose","Premium",NA,42,0,20645.7155798434
"376","376","600",NA,"Used","f",70000,"2006","Black","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,95,0,29766.6888538673
"377","377","550",NA,"Used","f",12882,"2012","Black","4.6 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,12,0,55799.8975877576
"378","378","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,25,0,111199.490931078
