,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,Actual,Boosting,Lasso,
8727,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,11,"126,485","108,074","111,199","18,411"
6006,550,unsp,Used,f,1592,2014,Blue,4.6 L,Gasoline,TX,WSC,unsp,Alloy,unsp,70,"119,900","101,521","99,540","18,379"
899,63 AMG,unsp,New,f,7,2015,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,2,"146,225","164,588","164,482","18,363"
4832,550,unsp,New,f,11,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"128,585","110,228","110,941","18,357"
4250,63 AMG,unsp,New,f,8,2015,Black,5.5 L,Gasoline,TX,WSC,unsp,unsp,20,78,"180,175","161,870","165,101","18,305"
356,63 AMG,unsp,New,f,45,2015,Black,5.5 L,unsp,OH,ENC,Premium,unsp,20,78,"182,840","164,572","164,319","18,268"
4498,600,unsp,CPO,f,13206,2010,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,79,"57,995","76,193","69,901","18,198"
2856,550,unsp,New,f,25,2015,Black,unsp,unsp,CA,Pac,unsp,Alloy,19,105,"136,625","118,441","111,098","18,184"
585,550,unsp,New,f,55,2014,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,71,"128,025","109,860","110,677","18,165"
5922,550,unsp,New,f,11,2014,White,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,2,"129,330","111,179","111,982","18,151"
4513,550,unsp,New,f,5,2015,Silver,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,66,"129,675","111,531","112,150","18,144"
5441,550,unsp,New,f,17,2015,unsp,4.7 L,unsp,KY,ESC,unsp,unsp,unsp,0,"107,385","125,507","133,963","18,122"
243,65 AMG,unsp,New,f,18,2015,Black,6.0 L,Gasoline,CA,Pac,unsp,unsp,20,7,"249,775","231,671","228,372","18,104"
2684,63 AMG,unsp,New,f,51,2015,Black,5.5 L,Gasoline,CA,Pac,Premium,Alloy,20,102,"184,575","166,482","164,233","18,093"
3866,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,85,"131,550","113,461","113,265","18,089"
40,550,unsp,Used,f,8394,2014,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,3,"106,995","88,919","94,300","18,076"
9016,550,unsp,CPO,t,35314,2012,Black,4.6 L,Gasoline,CT,New,unsp,Alloy,unsp,37,"74,589","56,552","54,736","18,037"
3336,550,unsp,Used,f,2981,2014,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,64,"121,999","103,987","98,762","18,012"
4478,63 AMG,unsp,New,f,14,2015,White,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,76,"183,320","165,358","165,170","17,962"
2807,63 AMG,unsp,Used,f,15218,2014,Black,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,10,"114,981","132,901","132,060","17,920"
1769,550,unsp,New,f,7,2015,Blue,4.6 L,Gasoline,CO,Mtn,unsp,unsp,unsp,64,"131,555","113,745","115,471","17,810"
4847,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,CT,New,unsp,unsp,unsp,0,"130,575","112,812","112,277","17,763"
2345,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,DE,SoA,unsp,unsp,unsp,0,"130,775","113,025","112,186","17,750"
3472,65 AMG,unsp,Used,f,18443,2009,White,6.0 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,80,"98,988","81,294","66,030","17,694"
32,550,unsp,New,f,9,2014,Silver,4.6 L,Gasoline,IL,ENC,unsp,unsp,unsp,0,"127,705","110,025","110,979","17,680"
4445,550,unsp,Used,f,10449,2013,Black,4.6 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,44,"49,999","67,617","63,835","17,618"
5768,550,unsp,Used,t,19295,2012,Black,4.6 L,Gasoline,KY,ESC,Premium,Alloy,unsp,60,"74,980","57,439","53,339","17,541"
7602,63 AMG,unsp,New,f,5,2014,unsp,5.5 L,Gasoline,NC,SoA,unsp,unsp,unsp,18,"175,821","158,286","158,220","17,535"
4225,550,unsp,Used,t,14476,2013,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,18,50,"83,991","66,461","61,662","17,530"
4275,63 AMG,unsp,Used,f,74822,2008,White,6.3 L,Gasoline,NY,Mid,Premium,Alloy,unsp,63,"59,000","41,475","43,665","17,525"
4429,550,unsp,Used,f,189,2014,White,4.6 L,Gasoline,FL,SoA,unsp,Alloy,unsp,46,"124,900","107,378","106,620","17,522"
4557,63 AMG,unsp,New,f,15,2015,unsp,5.5 L,Gasoline,KY,ESC,Premium,Alloy,unsp,62,"149,735","167,245","164,453","17,510"
1733,65 AMG,unsp,Used,f,12237,2013,Black,6.0 L,Gasoline,FL,SoA,Bang Olufsen,Alloy,unsp,99,"149,900","132,395","124,977","17,505"
9059,550,unsp,New,f,10,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,Alloy,unsp,21,"93,825","111,312","110,901","17,487"
805,550,unsp,New,f,5,2015,Gray,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,70,"95,325","112,810","119,486","17,485"
3451,550,unsp,New,f,12,2015,Black,4.6 L,Gasoline,MO,WNC,unsp,Alloy,unsp,76,"128,875","111,495","112,582","17,380"
3171,550,unsp,New,f,15,2015,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,19,88,"131,465","114,132","112,529","17,333"
9659,550,unsp,New,f,14,2015,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,20,12,"93,501","110,815","112,101","17,314"
2269,65 AMG,unsp,Used,f,15010,2007,Silver,6.0 L,Gasoline,MI,ENC,unsp,Alloy,unsp,48,"88,500","71,186","61,881","17,314"
6059,550,unsp,New,f,5,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,5,"128,135","110,836","111,234","17,299"
9438,550,unsp,New,f,30,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,Alloy,unsp,78,"95,305","112,603","112,870","17,298"
3924,550,unsp,Used,f,1017,2014,White,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,16,"124,999","107,702","101,994","17,297"
9598,550,unsp,New,f,16,2015,Black,4.6 L,Gasoline,GA,SoA,Premium,Alloy,19,84,"131,675","114,395","112,676","17,280"
4449,550,unsp,New,f,20,2014,White,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,69,"94,175","111,436","111,502","17,261"
6694,550,unsp,New,f,8,2015,Silver,4.6 L,Gasoline,MN,WNC,Premium,Alloy,unsp,58,"129,085","111,871","112,280","17,214"
5462,550,unsp,Used,f,427,2015,Gray,4.6 L,Gasoline,MO,WNC,unsp,Alloy,18,63,"108,961","126,144","121,693","17,183"
495,550,unsp,New,f,6,2015,Silver,4.6 L,Gasoline,CA,Pac,Premium,Alloy,18,87,"129,365","112,198","112,244","17,167"
3880,550,unsp,New,f,6,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,4,"93,825","110,970","111,057","17,145"
5613,63 AMG,unsp,New,f,5,2015,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,67,"146,075","163,199","164,723","17,124"
2053,63 AMG,unsp,New,f,21,2015,Black,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,"153,780","170,863","164,622","17,083"
5376,550,unsp,New,f,137,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,8,"95,062","112,134","113,278","17,072"
676,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,MN,WNC,Premium,Alloy,unsp,49,"127,535","110,465","111,154","17,070"
222,550,unsp,New,f,12,2015,Gray,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,1,"132,275","115,257","119,301","17,018"
2862,550,unsp,New,f,8,2014,Silver,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,71,"126,590","109,584","110,949","17,006"
1654,550,unsp,New,f,12,2014,Black,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,70,"126,685","109,731","111,005","16,954"
3916,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,19,8,"93,322","110,260","112,326","16,938"
1022,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,60,"128,285","111,358","112,353","16,927"
5908,63 AMG,unsp,New,f,57,2013,White,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,73,"158,460","141,549","135,862","16,911"
8461,550,unsp,New,f,85,2015,unsp,4.7 L,Gasoline,TN,ESC,unsp,unsp,unsp,1,"149,575","132,727","136,928","16,848"
8126,550,unsp,New,f,11,2015,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,83,"129,715","112,876","112,485","16,839"
9536,550,unsp,New,f,36,2014,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,5,"94,620","111,443","111,756","16,823"
3076,550,unsp,New,f,7,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,Alloy,19,87,"127,765","110,967","111,121","16,798"
8008,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,81,"95,325","112,111","112,473","16,786"
2123,550,unsp,New,f,11,2015,Green,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,67,"128,045","111,290","112,539","16,755"
2165,550,unsp,New,f,41,2015,Blue,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,66,"95,825","112,580","112,933","16,755"
7838,550,unsp,New,f,3088,2014,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,20,80,"124,815","108,070","109,808","16,745"
3133,550,unsp,Used,f,18287,2011,Silver,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,2,"37,991","54,726","49,174","16,735"
6481,63 AMG,unsp,New,f,12,2015,Black,5.5 L,Gasoline,GA,SoA,Premium,Alloy,20,70,"145,165","161,891","164,513","16,726"
3225,550,unsp,New,f,42,2015,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,19,15,"102,061","118,780","112,914","16,719"
2241,550,unsp,New,f,12,2015,Blue,unsp,unsp,OR,Pac,unsp,unsp,unsp,0,"133,025","116,334","111,007","16,691"
3112,63 AMG,unsp,New,f,21,2015,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,76,"149,175","165,846","164,400","16,671"
9198,63 AMG,unsp,New,f,6,2014,Black,5.5 L,Gasoline,NV,Mtn,unsp,unsp,unsp,5,"140,425","157,090","158,091","16,665"
891,550,unsp,New,f,1,2015,Silver,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,70,"95,325","111,971","111,378","16,646"
2129,550,unsp,CPO,f,3895,2013,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,3,"96,911","80,275","73,277","16,636"
4561,550,unsp,New,f,56,2014,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"129,000","112,408","111,377","16,592"
3360,550,unsp,New,f,11,2014,Blue,4.6 L,Gasoline,PA,Mid,Premium,Alloy,19,76,"126,590","110,009","111,016","16,581"
2006,63 AMG,unsp,New,f,9,2015,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,47,"179,725","163,215","164,310","16,510"
6103,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,59,"127,945","111,469","112,351","16,476"
3538,550,unsp,New,f,8,2015,White,4.6 L,Gasoline,TX,WSC,Premium,unsp,unsp,100,"98,770","115,167","113,863","16,397"
3173,550,unsp,Used,f,30562,2012,Silver,4.6 L,Gasoline,VA,SoA,Harman Kardon,unsp,20,69,"69,500","53,133","50,119","16,367"
91,550,unsp,New,f,22255,2013,White,4.6 L,Gasoline,KY,ESC,Premium,Alloy,unsp,63,"67,880","84,242","80,726","16,362"
5646,550,unsp,Used,f,14251,2013,Black,4.6 L,Gasoline,GA,SoA,unsp,Alloy,unsp,65,"50,999","67,360","61,851","16,361"
6619,63 AMG,unsp,CPO,t,6720,2014,Black,5.5 L,Gasoline,NY,Mid,unsp,Premium,unsp,57,"124,900","141,250","139,734","16,350"
1820,63 AMG,unsp,New,f,25,2015,Silver,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,0,"153,325","169,661","164,026","16,336"
2266,63 AMG,unsp,New,f,10,2015,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,58,"146,075","162,361","164,541","16,286"
5128,65 AMG,unsp,Used,f,15421,2007,Red,6.0 L,Gasoline,NV,Mtn,unsp,unsp,unsp,3,"59,950","76,229","62,069","16,279"
1958,550,unsp,New,f,12,2014,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,"127,310","111,039","111,965","16,271"
3595,550,unsp,New,f,11,2015,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,20,11,"93,501","109,758","112,159","16,257"
7491,550,unsp,Used,t,12726,2013,Black,4.6 L,Gasoline,CA,Pac,unsp,Alloy,unsp,35,"50,995","67,212","62,783","16,217"
7477,550,unsp,New,f,9,2015,Silver,4.6 L,Gasoline,CA,Pac,unsp,Alloy,18,64,"95,325","111,533","112,328","16,208"
7807,550,unsp,New,f,17,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"97,492","113,699","113,419","16,207"
8639,550,unsp,New,f,9,2015,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,20,6,"95,393","111,592","112,353","16,199"
5110,550,unsp,New,f,16,2014,unsp,4.6 L,Gasoline,NC,SoA,unsp,unsp,18,18,"94,883","111,072","111,003","16,189"
3296,65 AMG,unsp,New,f,94,2013,Silver,6.0 L,Gasoline,IL,ENC,unsp,unsp,unsp,0,"215,945","199,791","189,827","16,154"
9561,550,unsp,New,f,12,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"129,165","113,015","112,374","16,150"
4649,550,unsp,New,f,7,2015,Blue,4.7 L,Gasoline,NV,Mtn,unsp,unsp,unsp,8,"147,225","131,118","135,463","16,107"
1228,550,unsp,New,f,21,2015,White,4.6 L,Gasoline,GA,SoA,Premium,Alloy,19,71,"97,530","113,624","113,634","16,094"
8313,600,unsp,Used,f,25000,2007,Silver,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,54,"62,988","46,905","37,830","16,083"
1787,550,unsp,New,f,5,2015,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,83,"129,855","113,796","112,359","16,059"
1914,63 AMG,unsp,Used,t,25324,2012,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"99,986","83,943","76,219","16,043"
5872,550,unsp,New,f,15,2015,Silver,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,61,"127,715","111,682","112,471","16,033"
9507,550,unsp,New,f,5,2015,Blue,4.6 L,Gasoline,CT,New,unsp,unsp,unsp,5,"129,675","113,656","112,145","16,019"
6654,550,unsp,Used,f,1298,2014,Silver,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,22,"88,994","105,006","100,220","16,012"
7356,550,unsp,New,f,5,2014,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,64,"126,685","110,676","111,194","16,009"
6887,63 AMG,unsp,New,f,13,2015,White,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,65,"150,000","165,986","165,391","15,986"
8348,550,unsp,New,f,250,2014,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"128,770","112,796","111,387","15,974"
2935,63 AMG,unsp,New,f,5,2015,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,69,"146,075","161,963","164,727","15,888"
1821,63 AMG,unsp,New,f,4,2015,unsp,5.5 L,Gasoline,NC,SoA,Premium,Alloy,unsp,78,"179,530","163,735","164,791","15,795"
9481,63 AMG,unsp,New,f,11,2015,White,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,2,"152,720","168,492","165,284","15,772"
6937,550,unsp,New,f,51,2014,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,20,7,"93,312","109,081","110,649","15,769"
9544,550,unsp,New,f,10,2015,Blue,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,19,85,"130,225","114,462","112,534","15,763"
8528,550,unsp,New,f,4883,2015,unsp,4.6 L,Gasoline,KS,WNC,Premium,Alloy,unsp,95,"124,900","109,194","114,477","15,706"
6735,550,unsp,New,f,358,2015,Black,unsp,unsp,OK,WSC,unsp,unsp,unsp,0,"135,905","120,251","110,714","15,654"
5435,550,unsp,New,f,12,2015,Black,4.6 L,Gasoline,GA,SoA,unsp,unsp,19,23,"129,405","113,754","112,515","15,651"
8252,63 AMG,unsp,New,f,22,2014,unsp,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"155,165","170,755","157,133","15,590"
2040,550,unsp,New,f,9,2014,White,4.6 L,Gasoline,CA,Pac,unsp,Alloy,18,52,"126,995","111,414","111,965","15,581"
1434,550,unsp,New,f,5,2014,White,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,66,"128,070","112,495","112,132","15,575"
345,63 AMG,unsp,Used,t,20318,2012,White,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,17,"104,789","89,232","79,177","15,557"
2875,550,unsp,Used,f,41407,2007,White,5.5 L,Gasoline,KS,WNC,unsp,unsp,unsp,32,"49,950","34,426","33,045","15,524"
4326,550,unsp,New,f,30,2014,White,4.6 L,Gasoline,NC,SoA,unsp,unsp,20,11,"94,962","110,461","111,779","15,499"
4288,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"128,245","112,806","112,269","15,439"
7451,550,unsp,CPO,f,22448,2009,Black,5.5 L,Gasoline,VA,SoA,Bose,Alloy,unsp,34,"30,000","45,413","48,285","15,413"
1347,63 AMG,unsp,New,f,10,2015,Gray,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,58,"163,215","178,603","171,727","15,388"
8857,550,unsp,New,f,7,2015,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,19,14,"98,732","114,113","112,303","15,381"
6169,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,72,"96,595","111,958","112,577","15,363"
1688,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,66,"128,740","113,393","112,438","15,347"
9412,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"126,015","110,670","111,199","15,345"
6672,63 AMG,unsp,New,f,19,2015,Black,5.5 L,Gasoline,OR,Pac,Premium,Alloy,unsp,77,"149,375","164,712","164,425","15,337"
1721,63 AMG,unsp,New,f,12,2014,Black,5.5 L,Gasoline,CA,Pac,Premium,unsp,unsp,63,"174,425","159,122","157,580","15,303"
3291,550,unsp,New,f,7,2015,White,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,4,"128,870","113,581","113,153","15,289"
7505,550,unsp,New,f,25,2014,Silver,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,11,"124,240","108,988","110,785","15,252"
4855,63 AMG,unsp,New,f,9,2015,Black,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,76,"146,075","161,215","164,600","15,140"
1583,350,unsp,Used,f,39615,2012,White,3.0 L,Diesel,NJ,Mid,Premium,Alloy,unsp,68,"65,995","50,881","45,442","15,114"
8852,63 AMG,unsp,New,f,12,2015,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"179,315","164,230","164,355","15,085"
9114,63 AMG,unsp,New,f,10,2015,unsp,5.5 L,Gasoline,TX,WSC,unsp,unsp,20,77,"150,940","165,998","165,052","15,058"
6464,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,55,"127,105","112,157","112,485","14,948"
5294,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"126,505","111,567","111,881","14,938"
6230,550,unsp,New,f,14,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,30,"128,225","113,300","112,596","14,925"
952,550,unsp,Used,f,60034,2007,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,30,"42,999","28,098","29,443","14,901"
4740,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,MN,WNC,Premium,Alloy,unsp,57,"127,755","112,863","112,420","14,892"
8441,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,24,"96,825","111,713","111,199","14,888"
5656,550,unsp,New,f,20,2015,Black,4.7 L,Gasoline,IL,ENC,Premium,Alloy,unsp,65,"126,865","141,747","134,435","14,882"
1381,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,66,"98,515","113,393","112,438","14,878"
2549,550,unsp,New,f,11,2015,Blue,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,19,84,"129,365","114,494","112,562","14,871"
766,550,unsp,New,f,3,2015,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,96,"127,895","113,079","112,214","14,816"
4959,550,unsp,CPO,t,28806,2012,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,73,"41,999","56,813","55,529","14,814"
3436,550,unsp,New,f,5,2015,Silver,4.6 L,unsp,TX,WSC,unsp,unsp,unsp,63,"126,925","112,117","112,601","14,808"
1692,550,unsp,Used,f,17854,2012,Black,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,58,"72,992","58,191","53,915","14,801"
3760,430,unsp,Used,f,35336,2005,Silver,4.3 L,Gasoline,IL,ENC,Premium,Alloy,unsp,60,"34,994","20,206","20,562","14,788"
6965,550,unsp,New,f,7,2014,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,19,11,"95,121","109,909","111,164","14,788"
8575,550,unsp,New,f,12,2015,Silver,4.6 L,Gasoline,MA,New,Premium,unsp,unsp,74,"125,780","111,018","112,499","14,762"
6462,550,unsp,Used,f,36471,2010,Black,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,2,"30,789","45,541","43,168","14,752"
5881,63 AMG,unsp,New,f,997,2015,White,5.5 L,unsp,OH,ENC,unsp,unsp,20,96,"184,335","169,590","164,592","14,745"
9115,63 AMG,unsp,CPO,f,43355,2010,Black,6.3 L,Gasoline,CA,Pac,unsp,unsp,unsp,14,"76,888","62,183","64,159","14,705"
61,550,unsp,CPO,t,33073,2012,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,18,73,"40,999","55,704","54,777","14,705"
5943,550,unsp,Used,f,10954,2007,White,5.5 L,Gasoline,PA,Mid,Premium,unsp,unsp,62,"51,988","37,297","42,724","14,691"
4644,63 AMG,unsp,New,f,21,2015,White,5.5 L,Gasoline,OR,Pac,unsp,unsp,unsp,0,"161,870","176,543","165,103","14,673"
405,550,unsp,New,f,5,2014,Black,4.6 L,Gasoline,IL,ENC,unsp,unsp,unsp,0,"125,775","111,131","111,234","14,644"
9371,63 AMG,unsp,New,f,10,2015,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,76,"146,575","161,143","164,576","14,568"
553,550,unsp,Used,f,5884,2011,Black,5.5 L,Gasoline,IL,ENC,unsp,Alloy,unsp,67,"49,999","64,519","57,352","14,520"
3500,550,unsp,Used,t,18018,2012,Silver,4.6 L,Gasoline,MA,New,Harman Kardon,Alloy,18,79,"69,998","55,486","53,658","14,512"
796,550,unsp,New,f,5,2015,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,"127,965","113,519","112,497","14,446"
8526,550,unsp,New,f,1,2015,Green,4.6 L,Gasoline,AL,ESC,Premium,unsp,unsp,33,"106,075","120,508","111,720","14,433"
388,550,unsp,New,f,17,2015,Black,4.6 L,Gasoline,FL,SoA,Premium,unsp,unsp,78,"98,515","112,932","112,475","14,417"
5047,550,unsp,New,f,5,2015,Green,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,81,"99,485","113,900","112,360","14,415"
3429,550,unsp,Used,f,4404,2013,Black,4.6 L,Gasoline,OH,ENC,Harman Kardon,Alloy,19,50,"63,493","77,902","69,271","14,409"
48,550,unsp,New,f,26,2014,Black,4.6 L,Gasoline,AZ,Mtn,unsp,unsp,unsp,15,"126,635","112,229","110,920","14,406"
7421,550,unsp,Used,t,19507,2012,Black,4.6 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,76,"69,995","55,592","53,266","14,403"
3036,63 AMG,unsp,CPO,f,18890,2011,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,36,"94,991","80,596","75,892","14,395"
9346,550,unsp,Used,f,87605,2009,White,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,66,"45,950","31,563","31,350","14,387"
7863,550,unsp,Used,f,670,2014,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,47,"89,900","104,258","101,905","14,358"
8726,550,unsp,New,f,10,2014,Black,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,58,"96,115","110,466","111,044","14,351"
724,550,unsp,New,f,6,2014,White,4.6 L,Gasoline,DE,SoA,unsp,unsp,unsp,54,"97,620","111,964","112,091","14,344"
3333,600,unsp,CPO,f,11675,2012,Black,5.5 L,Gasoline,OH,ENC,unsp,unsp,unsp,61,"104,900","90,569","79,624","14,331"
3192,550,unsp,New,f,7,2014,White,4.6 L,Gasoline,OH,ENC,Premium,unsp,unsp,67,"126,790","112,462","112,068","14,328"
18,550,unsp,New,f,25,2014,Silver,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,1,"125,925","111,599","110,785","14,326"
3489,550,unsp,New,f,3,2015,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,96,"127,375","113,079","112,214","14,296"
1428,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,57,"98,105","112,363","112,169","14,258"
9489,550,unsp,New,f,11,2014,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,0,"124,850","110,627","111,084","14,223"
6851,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NJ,Mid,unsp,unsp,18,84,"98,325","112,539","112,455","14,214"
8460,550,unsp,Used,f,46445,2007,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"17,995","32,199","31,311","14,204"
7214,550,unsp,CPO,f,23397,2012,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,69,"74,777","60,584","56,776","14,193"
7671,550,unsp,New,f,25,2014,Black,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,1,"96,825","111,013","110,928","14,188"
4101,63 AMG,unsp,New,f,32,2015,Gray,5.5 L,Gasoline,GA,SoA,Premium,Alloy,unsp,75,"198,175","183,988","171,472","14,187"
8539,550,unsp,New,f,8,2014,unsp,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,1,"123,655","109,475","111,145","14,180"
1268,550,unsp,New,f,18,2015,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,20,10,"95,991","110,160","112,175","14,169"
7121,63 AMG,unsp,New,f,12,2015,unsp,unsp,unsp,LA,WSC,unsp,unsp,unsp,0,"147,515","133,358","154,355","14,157"
8120,550,unsp,New,f,5,2014,Blue,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,21,"128,015","113,876","111,229","14,139"
9038,550,unsp,New,f,65,2013,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,70,"109,005","94,867","99,481","14,138"
