,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount
249,430,unsp,Used,f,112789,2005,Silver,4.3 L,Gasoline,AZ,Mtn,unsp,unsp,unsp,5
250,550,unsp,Used,f,50491,2008,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,Chrome,unsp,55
251,550,unsp,New,f,7,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,77
252,550,unsp,New,f,12,2015,Black,4.6 L,Gasoline,KS,WNC,unsp,unsp,unsp,0
253,550,unsp,New,f,25,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66
254,550,unsp,Used,t,20454,2008,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,36
255,550,unsp,Used,t,39899,2012,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,18,73
256,550,unsp,New,f,16,2015,Black,4.7 L,Gasoline,NC,SoA,Premium,Alloy,20,68
257,550,unsp,CPO,f,31945,2012,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,12
258,550,unsp,New,f,11,2015,Blue,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66
259,550,unsp,Used,f,37356,2010,Black,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,14
260,550,unsp,New,f,10,2015,unsp,4.6 L,Gasoline,CO,Mtn,Premium,unsp,unsp,74
261,550,unsp,CPO,t,35065,2012,Black,4.6 L,Gasoline,CA,Pac,unsp,Alloy,unsp,25
262,550,unsp,CPO,t,18852,2012,Silver,4.6 L,Gasoline,MD,SoA,Premium,Alloy,unsp,72
263,500,unsp,Used,f,138791,2001,Silver,5.0 L,Gasoline,UT,Mtn,unsp,Alloy,unsp,33
264,550,unsp,New,f,30,2014,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
265,550,unsp,New,f,44,2015,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,79
266,550,unsp,Used,f,3091,2014,White,4.6 L,Gasoline,FL,SoA,Premium,unsp,unsp,88
267,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,OK,WSC,Premium,Alloy,unsp,66
268,600,unsp,Used,f,145245,1998,Black,6.0 L,Gasoline,KY,ESC,unsp,Alloy,unsp,35
269,550,unsp,Used,t,41772,2010,Gray,5.5 L,Gasoline,FL,SoA,Premium,Alloy,18,78
270,550,unsp,CPO,f,26245,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,19
271,550,unsp,New,f,9,2015,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,2
272,550,unsp,New,f,9,2015,Silver,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,76
273,550,unsp,CPO,t,6910,2013,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,74
274,550,unsp,Used,t,46776,2008,Silver,5.5 L,Gasoline,PA,Mid,Harman Kardon,unsp,unsp,78
275,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,NC,SoA,Premium,Alloy,unsp,58
276,550,unsp,Used,f,81145,2007,Silver,5.5 L,Gasoline,GA,SoA,unsp,unsp,unsp,0
277,550,unsp,New,f,5,2015,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
278,550,unsp,Used,f,90669,2007,Silver,5.5 L,Gasoline,TN,ESC,unsp,unsp,unsp,5
279,550,unsp,Used,f,20599,2013,Black,4.6 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,73
280,550,unsp,New,f,8,2015,unsp,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,72
281,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,MA,New,unsp,unsp,19,12
282,550,unsp,New,f,16,2015,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68
283,550,unsp,CPO,f,31524,2011,Silver,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,63
284,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,2
285,63 AMG,unsp,CPO,f,4078,2012,Black,5.5 L,Gasoline,CT,New,unsp,Alloy,unsp,34
286,550,unsp,Used,f,96024,2008,Silver,5.5 L,Gasoline,OK,WSC,Premium,Alloy,unsp,62
287,430,unsp,Used,f,125845,2001,White,4.3 L,Gasoline,NC,SoA,unsp,Alloy,unsp,20
288,63 AMG,unsp,New,f,11,2015,White,5.5 L,Gasoline,NY,Mid,Premium,Alloy,unsp,76
289,550,unsp,Used,f,31262,2012,Black,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,76
290,400,Hybrid,CPO,t,44070,2010,Gray,3.5 L,Hybrid,CA,Pac,Harman Kardon,Alloy,unsp,68
291,550,unsp,New,f,10,2014,Black,4.6 L,Gasoline,NC,SoA,unsp,unsp,unsp,15
292,550,unsp,Used,f,688,2015,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,50
293,550,unsp,CPO,t,22797,2012,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,8
294,63 AMG,unsp,New,f,27,2015,Black,5.5 L,Gasoline,PA,Mid,Premium,Alloy,unsp,70
295,550,unsp,New,f,6,2014,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,2
296,550,unsp,Used,f,10986,2011,White,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,4
297,500,unsp,Used,f,121815,2005,Black,5.0 L,Gasoline,FL,SoA,Bose,Alloy,17,81
298,550,unsp,Used,f,34337,2010,Black,5.5 L,Gasoline,KY,ESC,Premium,Alloy,unsp,71
299,550,unsp,Used,f,15367,2012,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,68
300,500,unsp,Used,f,144000,2000,Silver,5.0 L,Gasoline,NJ,Mid,Bose,Alloy,unsp,41
301,430,unsp,Used,f,100777,2006,Black,4.3 L,Gasoline,NH,New,unsp,unsp,unsp,6
302,500,unsp,Used,f,195244,2000,Black,5.0 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,52
303,550,unsp,Used,f,73021,2007,Green,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,7
304,550,unsp,Used,t,77327,2007,Silver,5.5 L,Gasoline,MO,WNC,Premium,Alloy,unsp,58
305,500,unsp,Used,f,95611,2004,Black,5.0 L,Gasoline,AZ,Mtn,Premium,unsp,unsp,39
306,550,unsp,CPO,f,12870,2013,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,75
307,550,unsp,Used,f,100,2015,White,4.7 L,Gasoline,FL,SoA,Premium,unsp,unsp,37
308,550,unsp,New,f,11,2015,Black,4.6 L,Gasoline,TX,WSC,Premium,unsp,unsp,88
309,550,unsp,Used,t,81965,2008,Gray,5.5 L,Gasoline,IL,ENC,Harman Kardon,unsp,unsp,41
310,430,unsp,Used,f,130532,2003,Silver,4.3 L,Gasoline,MO,WNC,Bose,Alloy,unsp,35
311,550,unsp,New,f,15,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,74
312,550,unsp,New,f,8,2015,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
313,550,unsp,CPO,f,13965,2011,Gray,5.5 L,Gasoline,GA,SoA,Premium,Alloy,unsp,72
314,550,unsp,New,f,6,2015,Silver,4.6 L,Gasoline,CA,Pac,Premium,Alloy,18,76
315,550,unsp,New,f,15,2015,Silver,4.7 L,Gasoline,CO,Mtn,Premium,Alloy,unsp,68
316,550,unsp,New,f,1,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,74
317,550,unsp,CPO,f,20280,2010,White,5.5 L,Gasoline,MA,New,unsp,unsp,18,63
318,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,PA,Mid,Premium,Alloy,18,72
319,550,unsp,Used,f,61827,2009,White,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,33
320,600,unsp,Used,f,120659,1997,Green,6.0 L,Gasoline,CA,Pac,unsp,Alloy,unsp,50
321,550,unsp,New,f,5,2015,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0
322,63 AMG,unsp,Used,f,45108,2009,White,6.3 L,Gasoline,CA,Pac,unsp,unsp,unsp,15
323,550,unsp,Used,f,70336,2011,Gray,5.5 L,Gasoline,SC,SoA,Bang Olufsen,Alloy,unsp,61
324,55 AMG,unsp,Used,f,69716,2003,Black,5.4 L,Gasoline,FL,SoA,Bose,Alloy,unsp,59
325,600,unsp,Used,f,91276,2004,Silver,5.5 L,Gasoline,FL,SoA,unsp,unsp,18,7
326,550,unsp,Used,f,40596,2013,Black,4.6 L,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,78
327,550,unsp,CPO,f,5,2014,Silver,4.6 L,Gasoline,TX,WSC,Premium,Alloy,unsp,64
328,550,unsp,New,f,11,2015,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0
329,550,unsp,Used,f,43221,2009,Gray,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,29
330,550,unsp,New,f,9,2014,unsp,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,0
331,500,unsp,Used,f,140606,2000,Silver,5.0 L,Gasoline,NH,New,Premium,Alloy,unsp,51
332,550,unsp,CPO,t,17074,2013,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,75
333,550,unsp,CPO,t,12742,2012,White,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,74
334,550,unsp,CPO,f,48713,2011,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,9
335,550,unsp,New,f,8,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,83
336,550,unsp,Used,t,41278,2010,Silver,5.5 L,Gasoline,FL,SoA,Premium,Alloy,18,75
337,550,unsp,Used,t,20943,2013,Silver,4.6 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,29
338,400,Hybrid,CPO,f,23931,2010,White,3.5 L,Hybrid,TX,WSC,unsp,unsp,unsp,15
339,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,1
340,55 AMG,unsp,Used,f,157503,2001,Silver,5.4 L,Gasoline,TX,WSC,unsp,Alloy,unsp,26
341,550,unsp,Used,f,103915,2008,Silver,5.5 L,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,62
342,550,unsp,Used,f,18948,2013,Black,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,65
343,550,unsp,New,f,7,2014,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,1
344,550,unsp,Used,t,12484,2012,Red,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,45
345,63 AMG,unsp,Used,t,20318,2012,White,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,17
346,500,unsp,Used,f,194212,2000,Beige,5.0 L,Gasoline,MO,WNC,unsp,unsp,unsp,0
347,550,unsp,Used,f,86063,2007,Black,5.5 L,Gasoline,PA,Mid,unsp,unsp,unsp,20
348,550,unsp,Used,f,15011,2013,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,2
349,500,unsp,Used,f,64507,2003,Gold,5.0 L,Gasoline,MD,SoA,Premium,Alloy,unsp,55
350,550,unsp,CPO,f,43284,2010,Silver,5.5 L,Gasoline,OH,ENC,unsp,unsp,unsp,58
351,550,unsp,New,f,9,2014,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0
352,500,unsp,Used,f,122982,2005,Black,5.0 L,Gasoline,CA,Pac,Bose,Alloy,17,62
353,550,unsp,CPO,t,16544,2012,Black,4.6 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,85
354,550,unsp,Used,f,81890,2010,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,54
355,600,unsp,Used,f,116740,2001,Gold,5.8 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
356,63 AMG,unsp,New,f,45,2015,Black,5.5 L,unsp,OH,ENC,Premium,unsp,20,78
357,550,unsp,Used,t,57427,2011,White,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,9
358,550,unsp,New,f,11,2015,Blue,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66
359,550,unsp,Used,f,66000,2009,Black,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,35
360,unsp,unsp,New,f,12,2015,Black,unsp,unsp,FL,SoA,unsp,unsp,unsp,0
361,400,Hybrid,Used,f,41943,2010,Black,3.5 L,Hybrid,OH,ENC,unsp,unsp,unsp,74
362,430,unsp,Used,f,115000,2002,Gray,4.3 L,Gasoline,TX,WSC,Bose,Alloy,unsp,17
363,550,unsp,New,f,6,2014,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0
364,550,unsp,CPO,f,48950,2011,White,5.5 L,Gasoline,TN,ESC,Harman Kardon,Alloy,18,107
365,63 AMG,unsp,CPO,f,51596,2009,White,6.3 L,Gasoline,WA,Pac,unsp,unsp,unsp,42
366,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
367,430,unsp,Used,f,145404,2002,Silver,4.3 L,Gasoline,GA,SoA,Premium,Alloy,unsp,41
368,430,unsp,Used,f,117956,2006,Brown,4.3 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,52
369,550,unsp,New,f,8,2015,unsp,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,76
370,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,48
371,550,unsp,Used,f,100300,2009,White,5.5 L,Gasoline,FL,SoA,Premium,unsp,18,42
372,550,unsp,CPO,f,46100,2012,White,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,74
373,550,unsp,Used,f,113000,2007,Black,5.5 L,Gasoline,MN,WNC,Premium,Alloy,unsp,45
374,550,unsp,New,f,12,2015,Blue,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,0
375,55 AMG,unsp,Used,f,51565,2002,Black,5.4 L,Gasoline,TX,WSC,Bose,Premium,unsp,42
376,600,unsp,Used,f,70000,2006,Black,5.5 L,Gasoline,FL,SoA,Premium,Alloy,unsp,95
377,550,unsp,Used,f,12882,2012,Black,4.6 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,12
378,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,25
379,550,unsp,New,f,9,2014,White,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,70
380,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
381,65 AMG,unsp,New,f,10,2015,unsp,6.0 L,Gasoline,NY,Mid,Premium,Alloy,unsp,61
382,430,unsp,Used,f,106948,2001,Gold,4.3 L,Gasoline,FL,SoA,unsp,Alloy,unsp,21
383,63 AMG,unsp,New,f,10,2014,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,3
384,550,unsp,New,f,18,2015,Blue,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,76
385,550,unsp,CPO,f,21951,2012,White,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,84
386,430,unsp,Used,f,70533,2006,Silver,4.3 L,Gasoline,TX,WSC,Bose,Alloy,18,66
387,550,unsp,Used,f,64293,2010,Blue,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,93
388,550,unsp,New,f,17,2015,Black,4.6 L,Gasoline,FL,SoA,Premium,unsp,unsp,78
389,550,unsp,Used,f,77813,2007,White,5.5 L,Gasoline,AZ,Mtn,Harman Kardon,unsp,unsp,8
390,550,unsp,New,f,11,2015,Black,4.6 L,Gasoline,AL,ESC,unsp,Alloy,unsp,75
391,500,unsp,Used,t,154207,2001,Silver,5.0 L,Gasoline,VA,SoA,Premium,Alloy,unsp,41
392,63 AMG,unsp,Used,f,32174,2008,Black,6.3 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,49
393,550,unsp,Used,t,55045,2008,Red,5.5 L,Gasoline,OK,WSC,Harman Kardon,Alloy,unsp,66
394,550,unsp,New,f,45,2014,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,68
395,550,unsp,Used,f,85127,2007,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,47
396,550,unsp,New,f,9,2015,Silver,4.6 L,Gasoline,OR,Pac,unsp,unsp,unsp,0
397,550,unsp,Used,f,49943,2007,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,20
398,550,unsp,CPO,f,19100,2012,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,71
399,550,unsp,Used,t,21767,2012,Silver,4.6 L,Gasoline,FL,SoA,Harman Kardon,Alloy,20,73
400,430,unsp,Used,f,133569,2003,Black,4.3 L,Gasoline,NC,SoA,unsp,Alloy,unsp,49
401,500,unsp,Used,f,132711,2000,Black,5.0 L,Gasoline,IL,ENC,unsp,Alloy,unsp,18
402,550,unsp,New,f,5,2015,Black,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,70
403,400,Hybrid,Used,f,43978,2010,Black,3.5 L,Hybrid,NY,Mid,unsp,Alloy,unsp,20
404,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,MD,SoA,unsp,unsp,unsp,88
405,550,unsp,New,f,5,2014,Black,4.6 L,Gasoline,IL,ENC,unsp,unsp,unsp,0
406,500,unsp,Used,f,160217,1995,Beige,5.0 L,Gasoline,WA,Pac,unsp,Alloy,unsp,39
407,550,unsp,Used,t,35765,2010,White,5.5 L,Gasoline,OK,WSC,Premium,Alloy,unsp,71
408,600,unsp,Used,f,74396,2001,Black,5.8 L,Gasoline,WA,Pac,Bose,Alloy,unsp,19
409,550,unsp,New,f,13,2015,White,4.6 L,Gasoline,FL,SoA,Premium,Alloy,unsp,68
410,550,unsp,Used,f,103529,2007,Silver,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,30
411,550,unsp,Used,t,20790,2012,Silver,4.6 L,Gasoline,IL,ENC,Premium,Alloy,unsp,73
412,550,unsp,New,f,8,2015,Black,4.6 L,Gasoline,NY,Mid,Premium,unsp,unsp,74
413,550,unsp,CPO,f,19768,2013,White,4.6 L,Gasoline,VA,SoA,unsp,unsp,unsp,7
414,550,unsp,New,f,12,2015,Silver,4.6 L,Gasoline,MA,New,Premium,unsp,unsp,82
415,550,unsp,New,f,5,2015,unsp,4.6 L,Gasoline,NJ,Mid,unsp,Alloy,18,90
416,550,unsp,Used,t,20260,2010,Silver,5.5 L,Gasoline,IL,ENC,unsp,Alloy,unsp,50
417,550,unsp,New,f,17,2015,Black,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,71
418,350,unsp,Used,f,19565,2012,Black,3.0 L,Diesel,TX,WSC,Harman Kardon,Alloy,unsp,65
419,63 AMG,unsp,New,f,7,2015,White,5.5 L,Gasoline,WI,ENC,unsp,unsp,unsp,0
420,55 AMG,unsp,Used,f,168500,2001,Black,5.4 L,Gasoline,CA,Pac,Premium,Alloy,unsp,39
421,550,unsp,New,f,19,2014,Silver,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,69
422,550,unsp,New,f,6,2015,White,4.6 L,Gasoline,NY,Mid,unsp,unsp,19,3
423,500,unsp,Used,t,78631,2002,Silver,5.0 L,Gasoline,TX,WSC,Premium,unsp,unsp,42
424,500,unsp,Used,t,63217,2003,Silver,5.0 L,Gasoline,FL,SoA,Bose,Alloy,17,58
425,550,unsp,Used,f,100458,2008,unsp,5.5 L,Gasoline,SC,SoA,unsp,unsp,unsp,0
426,430,unsp,Used,t,71436,2000,Silver,4.3 L,Gasoline,FL,SoA,Premium,Alloy,unsp,57
427,550,unsp,CPO,t,30828,2010,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,75
428,550,unsp,New,f,12,2015,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,48
429,550,unsp,Used,f,71769,2008,White,5.5 L,Gasoline,VA,SoA,Premium,Alloy,unsp,44
430,550,unsp,Used,f,129481,2007,Silver,5.5 L,Gasoline,GA,SoA,Premium,Alloy,unsp,52
431,550,unsp,CPO,f,17579,2012,Black,4.6 L,Gasoline,NC,SoA,Premium,Alloy,unsp,64
432,550,unsp,New,f,11,2015,Red,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,79
433,320,unsp,Used,f,172300,1999,Gold,3.2 L,Gasoline,TX,WSC,unsp,unsp,unsp,1
434,550,unsp,New,f,16,2014,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0
435,550,unsp,CPO,f,38885,2012,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,58
436,550,unsp,CPO,t,16057,2012,Black,4.6 L,Gasoline,LA,WSC,Premium,Alloy,unsp,77
437,550,unsp,New,f,9,2015,Blue,4.6 L,Gasoline,OK,WSC,Premium,Alloy,unsp,67
438,550,unsp,Used,f,15890,2012,Blue,4.6 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,69
439,550,unsp,New,f,12,2015,Blue,4.6 L,Gasoline,FL,SoA,unsp,unsp,19,17
440,550,unsp,Used,f,15325,2012,Silver,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,74
441,350,unsp,Used,f,19582,2012,Silver,3.0 L,Diesel,CA,Pac,unsp,Alloy,unsp,60
442,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68
443,550,unsp,New,f,17,2015,Black,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,72
444,550,unsp,CPO,f,28891,2012,White,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,83
445,550,unsp,New,f,59,2014,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,19
446,430,unsp,Used,f,78094,2000,Silver,4.3 L,Gasoline,GA,SoA,Bose,unsp,unsp,9
447,550,unsp,Used,f,22703,2009,White,5.5 L,Gasoline,MI,ENC,unsp,unsp,unsp,11
448,550,unsp,New,f,11,2015,Black,4.6 L,Gasoline,PA,Mid,Premium,Alloy,20,73
449,550,unsp,Used,f,84344,2007,Black,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,54
450,500,unsp,Used,f,140002,2003,Silver,5.0 L,Gasoline,MI,ENC,Premium,Alloy,unsp,37
451,550,unsp,New,f,36,2013,Silver,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,53
452,550,unsp,Used,f,7163,2014,White,4.6 L,Gasoline,TX,WSC,Premium,Alloy,unsp,61
453,500,unsp,Used,f,89000,2003,unsp,5.0 L,Gasoline,IL,ENC,Bose,Alloy,unsp,59
454,550,unsp,Used,f,61310,2009,White,5.5 L,Gasoline,TX,WSC,unsp,Chrome,20,5
455,550,unsp,Used,f,95011,2008,Blue,5.5 L,Gasoline,TX,WSC,unsp,unsp,unsp,8
456,500,unsp,Used,f,108209,2003,Green,5.0 L,Gasoline,CT,New,unsp,Alloy,unsp,47
457,63 AMG,unsp,Used,f,91145,2008,Black,6.3 L,Gasoline,CA,Pac,unsp,Alloy,unsp,57
458,550,unsp,Used,f,77659,2007,Black,5.5 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,52
459,550,unsp,New,f,6,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,19,8
460,550,unsp,New,f,7,2015,Silver,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
461,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,20,77
462,550,unsp,Used,f,116845,2007,Gray,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,94
463,63 AMG,unsp,Used,f,47747,2009,Gray,6.3 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,37
464,430,unsp,Used,f,121401,2002,Silver,4.3 L,Gasoline,TX,WSC,Premium,Alloy,unsp,52
465,350,unsp,Used,f,78580,2006,Black,3.7 L,Gasoline,TX,WSC,unsp,unsp,unsp,53
466,350,unsp,Used,f,24280,2012,Black,3.0 L,Diesel,TN,ESC,Harman Kardon,unsp,unsp,52
467,550,unsp,Used,f,132534,2007,Black,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,58
468,400,Hybrid,CPO,t,42654,2010,Black,3.5 L,Hybrid,VA,SoA,unsp,unsp,unsp,8
469,550,unsp,New,f,6,2015,Silver,4.6 L,Gasoline,CA,Pac,Premium,Alloy,18,83
470,500,unsp,Used,f,111580,2005,Silver,5.0 L,Gasoline,IL,ENC,unsp,Alloy,unsp,56
471,550,unsp,Used,f,21671,2011,Black,5.5 L,Gasoline,TX,WSC,Premium,Alloy,unsp,53
472,550,unsp,New,f,9,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66
473,550,unsp,New,f,11,2015,White,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,66
474,550,unsp,New,f,39,2014,White,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,69
475,550,unsp,New,f,6,2015,Black,4.6 L,Gasoline,CO,Mtn,unsp,unsp,unsp,62
476,65 AMG,unsp,Used,f,66561,2006,Silver,6.0 L,Gasoline,NY,Mid,unsp,Premium,unsp,17
477,500,unsp,Used,f,91363,2005,Black,5.0 L,Gasoline,HI,Pac,unsp,Alloy,unsp,56
478,550,unsp,New,f,9,2015,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,69
479,550,unsp,Used,f,87550,2007,Silver,5.5 L,Gasoline,IL,ENC,unsp,unsp,unsp,11
480,550,unsp,Used,f,125527,2007,Black,5.5 L,Gasoline,TN,ESC,Premium,unsp,unsp,36
481,550,unsp,New,f,6,2015,Gray,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
482,550,unsp,Used,f,52295,2009,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,29
483,550,unsp,CPO,f,19824,2011,Silver,5.5 L,Gasoline,MA,New,unsp,unsp,unsp,58
484,550,unsp,New,f,5,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,0
485,550,unsp,CPO,t,7700,2012,unsp,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,1
486,550,unsp,Used,t,79750,2008,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,67
487,550,unsp,CPO,f,43251,2011,Black,5.5 L,Gasoline,ME,New,Harman Kardon,Alloy,18,105
488,63 AMG,unsp,Used,f,24100,2010,Blue,6.3 L,Gasoline,NJ,Mid,unsp,unsp,unsp,15
489,550,unsp,CPO,f,7950,2012,Black,4.6 L,Gasoline,GA,SoA,unsp,Alloy,unsp,73
490,550,unsp,Used,t,11338,2013,White,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1
491,320,unsp,Used,f,140810,1999,unsp,3.2 L,Gasoline,NC,SoA,unsp,unsp,unsp,1
492,550,unsp,CPO,f,54373,2010,Red,5.5 L,Gasoline,RI,New,unsp,Alloy,unsp,34
493,550,unsp,Used,f,40275,2010,Black,5.5 L,Gasoline,MD,SoA,unsp,unsp,unsp,36
494,63 AMG,unsp,New,f,8761,2014,Green,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,70
495,550,unsp,New,f,6,2015,Silver,4.6 L,Gasoline,CA,Pac,Premium,Alloy,18,87
496,430,unsp,Used,f,73077,2004,unsp,4.3 L,Gasoline,WA,Pac,unsp,Alloy,unsp,54
497,55 AMG,unsp,Used,f,70505,2003,Black,5.4 L,Gasoline,OH,ENC,Bose,Alloy,unsp,52
